cnpj;data_referencia;empresa;codigo_cvm;escala;data_fim_exercicio;codigo_conta;descricao_conta;valor;conta_fixa;setor;tipo
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2;Passivo Total;2007727977.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.01;Passivos Financeiros Avaliados ao Valor Justo através do Resultado;2764797.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02;Passivos Financeiros ao Custo Amortizado;1753201995.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.01;Depósitos;753263047.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.02;Captações no Mercado Aberto;564453599.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.03;Recursos Mercado Interfinanceiro;24082857.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.04;Outras Captações;411402492.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.04.01;Obrigações por emissão de títulos e valores mobiliários e outras obrigações;328608124.0;N;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.02.04.02;Outros passivos financeiros;82794368.0;N;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.03;Provisões;21957583.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.03.01;Provisões trabalhistas, fiscais e cíveis;18372705.0;N;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.03.02;Provisões para perdas esperadas com garantias prestadas e compromissos de empréstimos;3584878.0;N;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.04;Passivos Fiscais;18192089.0;S;Financeiro;Estatal
00.000.000/0001-91;2022-12-31;BCO BRASIL S.A.;1023;MIL;2022-12-31;2.05;Outros Passivos;48534390.0;S;Financeiro;Estatal
