cnpj;data_referencia;empresa;codigo_cvm;escala;data_inicio_exercicio;data_fim_exercicio;codigo_conta;descricao_conta;valor;conta_fixa;setor;tipo
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.01;Receitas da Intermediação Financeira;120250344.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.01.01;Receita de Juros;120250344.0;N;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.02;Despesas da Intermediação Financeira;-82160825.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.02.01;Despesas de Juros;-69536974.0;N;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.02.02;Despesa com Perdas em Empréstimos a Clientes;-12462801.0;N;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.02.03;Despesa com Perdas em Empréstimos a instituições financeiras;-12523.0;N;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.02.04;Despesa com Perdas em títulos e valores mobiliários;-148527.0;N;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.03;Resultado Bruto Intermediação Financeira;38089519.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.04;Outras Despesas/Receitas Operacionais;-17675320.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.04.01;Receitas de Prestação de Serviços;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.04.02;Despesas de Pessoal;-21092621.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.04.03;Outras Despesas Administrativas;-9381031.0;S;Financeiro;Estatal
00.000.000/0001-91;2018-12-31;BCO BRASIL S.A.;1023;MIL;2018-01-01;2018-12-31;3.04.04;Despesas Tributárias;0.0;S;Financeiro;Estatal
