cnpj;data_referencia;empresa;codigo_cvm;escala;data_inicio_exercicio;data_fim_exercicio;codigo_conta;descricao_conta;valor;conta_fixa;setor;tipo
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.01;Receitas da Intermediação Financeira;137778601.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.01.01;Receita de Juros;137778601.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.02;Despesas da Intermediação Financeira;-105909418.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.02.01;Despesas de Juros;-91124202.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.02.02;Despesa com Provisão para Perdas em Empréstimos a Clientes;-14789246.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.02.03;Despesa com Provisão para Perdas em Empréstimos a instituições financeiras;4030.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.03;Resultado Bruto Intermediação Financeira;31869183.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04;Outras Despesas/Receitas Operacionais;-16264666.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.01;Receitas de Prestação de Serviços;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.02;Despesas de Pessoal;-18862738.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.03;Outras Despesas Administrativas;-10476003.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.04;Despesas Tributárias;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05;Outras Receitas Operacionais;27544337.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05.01;Receita Líquida de Tarifas e Comissões;19777831.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05.02;Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao Valor Justo por Meio do Resultado;271183.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05.03;Ganhos/(Perdas) Líquidos sobre Ativos Financeiros Disponíveis para Venda;250953.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05.04;Ganhos/(Perdas) Líquidos em Coligadas e Joint Ventures;3548174.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.05.05;Outras Receitas;3696196.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06;Outras Despesas Operacionais;-14470262.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06.01;Contribuições, taxas e Outros Impostos;-4101053.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06.02;Amortização de Ativos Intangíveis;-3008435.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06.03;Provisões;-2076273.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06.04;Depreciação;-1029521.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.06.05;Outras Despesas;-4254980.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.04.07;Resultado da Equivalência Patrimonial;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.05;Resultado Antes dos Tributos sobre o Lucro;15604517.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;-2261021.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.06.01;Corrente;-3557302.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.06.02;Diferido;1296281.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.07;Resultado Líquido das Operações Continuadas;13343496.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.08.01;Lucro/Prejuízo Líquido das Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.08.02;Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.09;Lucro/Prejuízo Consolidado do Período;13343496.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.09.01;Atribuído a Sócios da Empresa Controladora;11853096.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.09.02;Atribuído a Sócios Não Controladores;1490400.0;S;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.99;Lucro por Ação - (R$ / Ação);0.0;N;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.99.01;Lucro Básico por Ação;0.0;N;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.99.01.01;ON;4.23;N;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;Financeiro;Estatal
00.000.000/0001-91;2014-12-31;BCO BRASIL S.A.;1023;MIL;2014-01-01;2014-12-31;3.99.02.01;ON;4.23;N;Financeiro;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.01;Receita de Venda de Bens e/ou Serviços;30244854.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-16327359.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.02.01;Energia comprada para revenda;-10424699.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.02.02;Encargos sobre uso da rede elétrica;-1523379.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.02.03;Combustível para produção de energia elétrica;-1479633.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.02.04;Construção;-2899648.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.03;Resultado Bruto;13917495.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04;Despesas/Receitas Operacionais;-15874104.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.01;Despesas com Vendas;0.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02;Despesas Gerais e Administrativas;-14657264.0;S;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.01;Pessoal, Material, Serviço;-8485373.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.02;Resultado a compensar Itaipu;0.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.06;Remuneração e Ressarcimento;-386824.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.08;Depreciação e amortizaçao-Imobilizado e Intangível;-1777296.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.09;Provisões operacionais;-1861707.0;N;Energia;Estatal
00.001.180/0001-26;2014-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2014-01-01;2014-12-31;3.04.02.10;Doações e contribuições;-251415.0;N;Energia;Estatal
