cnpj;data_referencia;empresa;codigo_cvm;escala;data_inicio_exercicio;data_fim_exercicio;codigo_conta;descricao_conta;valor;conta_fixa;setor;tipo
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.01;Receitas de Intermediação Financeira;98659704.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.01.01;Receita de Juros;98659704.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.02;Despesas de Intermediação Financeira;-43232120.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.02.01;Despesa de Juros;-43232120.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.03;Resultado Bruto de Intermediação Financeira;55427584.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04;Outras Despesas e Receitas Operacionais;-43850581.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.01;Despesa de Provisão para Perda Esperada para Risco de Crédito;-19687420.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.02;Receitas de Prestação de Serviços;22666341.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.03;Despesas com Pessoal;-21688312.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.04;Outras Despesas de Administrativas;-7421859.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.05;Despesas Tributárias;-5168082.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.06;Outras Receitas Operacionais;1382179.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.06.01;Ganhos líquidos sobre instrumentos financeiros;1886264.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.06.02;Resultado líquido em operações de câmbio e em conversão de transações em moedas estrangeiras;-7082412.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.06.03;Outras;6578327.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.07;Outras Despesas Operacionais;-16255349.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.07.01;Amortização de ativos intangíveis;-1807612.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.07.02;Provisões trabalhistas, fiscais e cíveis;-5742025.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.07.03;Depreciação;-2406382.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.07.04;Outras;-6299330.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.04.08;Resultado da Equivalência Patrimonial;2321921.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.05;Resultado antes dos Tributos sobre o Lucro;11577003.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.06;Imposto de Renda e Contribuição Social sobre o Lucro;1715880.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.06.01;Corrente;-3591017.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.06.02;Diferido;5306897.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.07;Lucro ou Prejuízo das Operações Continuadas;13292883.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.08;Resultado Líquido das Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.09;Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias;13292883.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.10;Participações nos Lucros e Contribuições Estatutárias;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.11;Lucro ou Prejuízo Líquido Consolidado do Período;13292883.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.11.01;Atribuído aos Sócios da Empresa Controladora;11851616.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.11.02;Atribuído aos Sócios não Controladores;1441267.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.99;Lucro por Ação (R$/Ação);0.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.99.01;Lucro Básico por Ação;0.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.99.01.01;ON;4.16;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.99.02;Lucro Diluído por Ação;0.0;N;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-01-01;2020-12-31;3.99.02.01;ON;4.16;N;Financeiro;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.01;Receita de Venda de Bens e/ou Serviços;29080513.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.02;Custo dos Bens e/ou Serviços Vendidos;-7959251.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.02.01;Energia comprada para revenda;-2400358.0;N;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.02.02;Encargos sobre uso da rede elétrica;-2500315.0;N;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.02.03;Combustível para produção de energia elétrica;-2092135.0;N;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.02.04;Construção;-966443.0;N;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.03;Resultado Bruto;21121262.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.04;Despesas/Receitas Operacionais;-12496970.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.04.01;Despesas com Vendas;0.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.04.02;Despesas Gerais e Administrativas;-18412345.0;S;Energia;Estatal
00.001.180/0001-26;2020-12-31;CENTRAIS ELET BRAS S.A. - ELETROBRAS;2437;MIL;2020-01-01;2020-12-31;3.04.02.01;Pessoal, Material, Serviço;-6979388.0;N;Energia;Estatal
