cnpj;data_referencia;empresa;codigo_cvm;escala;data_fim_exercicio;codigo_conta;descricao_conta;valor;conta_fixa;setor;tipo
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1;Ativo Total;1693794003.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.01;Caixa e Equivalentes de Caixa;176189508.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.01.01;Caixa;16784560.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.01.02;Aplicações de Liquidez;159404948.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02;Ativos Financeiros;1392257972.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.01;Depósito Compulsório Banco Central;60308542.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;15670822.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.02.01;Títulos e Valores Mobiliários;12143486.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.02.02;Derivativos;3527336.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;256553310.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.03.01;Títulos e Valores Mobiliários;256553310.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04;Ativos Financeiros ao Custo Amortizado;1059725298.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.01;Aplicações em Depósitos Interfinanceiros;9287680.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.02;Aplicações no Mercado Aberto;346969408.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.03;Títulos e Valores Mobiliários;24946064.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.04;Operações de Crédito;633402350.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.06;Operações de Arrendamento;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.02.04.08;Outros Ativos Financeiros;45119796.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.03;Tributos;65956124.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.03.01;Imposto de Renda e Contribuição Social - Correntes;7153007.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;58803117.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.03.03;Outros;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.04;Outros Ativos;23982917.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.04.01;Ativos Não Correntes a Venda;500059.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.04.02;Ativos de Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.04.03;Outros;23482858.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.05;Investimentos;17906810.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.05.01;Participações em Coligadas;17906810.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.05.02;Participações em Controladas em Conjunto;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.05.03;Propriedades para Investimento;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.05.04;Outros Investimentos;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.06;Imobilizado;11275605.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.06.01;Imobilizado de Uso;8545213.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.06.02;Direito de Uso de Arrendamento;2730392.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.06.03;Depreciação Acumulada;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.07;Intangível;6225067.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.07.01;Intangíveis;6225067.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.07.02;Goodwill;0.0;S;Financeiro;Estatal
00.000.000/0001-91;2020-12-31;BCO BRASIL S.A.;1023;MIL;2020-12-31;1.07.03;Amortização Acumulada;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1;Ativo Total;25496999.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.01;Caixa e Equivalentes de Caixa;2973131.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.01.01;Caixa;2973131.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.01.02;Aplicações de Liquidez;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02;Ativos Financeiros;20175528.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.01;Depósito Compulsório Banco Central;666944.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.01.01;Reservas no Banco Central;666944.0;N;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.01.02;Títulos Designados a Valor Justo;0.0;N;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.01.03;Títulos Disponíves para Venda;0.0;N;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.01.04;Títulos Mantidos até o Vencimento;0.0;N;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;119465.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.02.01;Títulos e Valores Mobiliários;119465.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.02.02;Derivativos;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;3506535.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.03.01;Títulos e Valores Mobiliários;3506535.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04;Ativos Financeiros ao Custo Amortizado;15882584.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.01;Aplicações em Depósitos Interfinanceiros;170451.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.02;Aplicações no Mercado Aberto;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.03;Títulos e Valores Mobiliários;89897.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.04;Operações de Crédito;16196936.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;-574700.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.06;Operações de Arrendamento;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.02.04.08;Outros Ativos Financeiros;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.03;Tributos;679560.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.03.01;Imposto de Renda e Contribuição Social - Correntes;106730.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;572830.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.03.03;Outros;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.04;Outros Ativos;1248088.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.04.01;Ativos Não Correntes a Venda;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.04.02;Ativos de Operações Descontinuadas;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.04.03;Outros;1248088.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.05;Investimentos;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.05.01;Participações em Coligadas;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.05.02;Participações em Controladas em Conjunto;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.05.03;Propriedades para Investimento;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.05.04;Outros Investimentos;0.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.06;Imobilizado;237252.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.06.01;Imobilizado de Uso;237252.0;S;Financeiro;Estatal
00.000.208/0001-00;2020-12-31;BRB BANCO DE BRASILIA S.A.;14206;MIL;2020-12-31;1.06.02;Direito de Uso de Arrendamento;0.0;S;Financeiro;Estatal
